id,vader_neg,vader_neu,vader_pos,vader_compound,name,rating,verified,date,title,body,like,dislike
98,0.0,0.866,0.134,0.8635,BridgetW,2,False,21/02/2023,Soft Touch Peels Off,"I WANTED to love it! After only one week, the soft touch coating began peeling off. I only hand washed it gently and don't put much wear and tear on my cups. I've never had issues with any cups before and only use it around the house and in the car. I really wish the coating didn't peel off so quickly. The cup keeps drinks cold and is a perfect size, but don't spend extra $ for a soft touch coating that peels off right away!",0,0
99,0.0,0.738,0.262,0.9707,StephanieP,5,False,01/03/2023,Love it!,"I absolutely love my Stanley cup. This is officially my second cup (I've bought more and given as gifts). Keeps my water cold and I love the handle and it fits perfect in the car. 
The texture of this H2.0 cup is almost velvety. I didn't realize that but definitely not mad at all! I thought matte was going to be “not shiny” but that's on me. I love the color too!",0,0
100,0.038,0.859,0.104,0.658,Ashleigh,5,False,04/12/2022,5 🌟,[This review was collected as part of a promotion.] This water bottle lived up to the hype! It's huge (a little cumbersome at first) and Kees water so cold and ice formed. The matte finish is gorgeous. Unlike any other water bottle I've owned in the past. My kids have been fighting over it. I've since purchased 4 more as Christmas gifts!,0,0
101,0.054,0.736,0.21,0.8419,LaceyG,4,False,31/05/2023,Beautiful but scratches quick,"Love love my Stanley, but the soft matte does scratch very quickly, which makes no sense because it's more expensive than the standard finish. If you are going to purchase, purchase the standard finish & not soft matte! It's beautiful, but scratches quick.",0,0
102,0.032,0.87,0.097,0.7666,Myfavoritecup,5,False,13/12/2022,I love this cup!!,"[This review was collected as part of a promotion.] I love everything about this cup. I recieved it as part of the Stellar Testing Panel and i couldn't be happier. This cup can keep ice in it, with the minimal amount of melting for more then 24 hours.. it fits in every cup holder. It has a handle and it has a lid that has an option for a straw or to sip directly from the cup. It's the best cup I use it every day.",0,0
103,0.062,0.69,0.249,0.9504,Anonymous,2,False,14/02/2023,Beware!!,"I love all my Stanley's- but beware this one's sore matte chips off. I've had my for three weeks and the whole bottoms hands already peeled away. And is starting to crack up the side. I absolutely LOVE the sage, prettier in person. 
I leave it on my work desk- not throwing it around and have hand washed it once.",0,0
104,0.039,0.762,0.199,0.9511,Stephanie,5,False,03/03/2023,Buttery soft,"Have always enjoyed Stanley products even as a little girl. I was so excited when I seen the matte shale color! As you can see by the photo with my blanket it's a color I really enjoy that you just don't see a enough of. I absolutely love how it feels, it's buttery soft and feels like a soft rubber coating. It doesn't seem like it would scratch to easily but we shall see. The secondary lid and handle color is more olive green then the blue in the photo online so was a little sadden by that but I still very much love the color combo. I hope they do more with the matte line",0,0
105,0.074,0.829,0.097,0.5515,Sheridan,3,False,15/02/2023,Expected more for the price,"The packaging overall could've been more protective. The soft matte coating isn't durable whatsoever, just opened it today and there is already a speck of paint missing. But the biggest issues are the handle and lid colors don't quite match the tumbler, and my lid where the straw is, isn't lined up with the stanley logo. It is going to drive me crazy to look at since it is not centered with each other. I honestly expected more for basically 60 bucks. I should've went with my gut and bought from simple modern like i always do... better quality for half the price... very dissatisfied.",0,0
106,0.0,0.825,0.175,0.9216,MariaM,2,False,22/03/2023,Soft Matte chips and peels,"I have been using the Soft Matte 40oz in Dune for less than 2 weeks and the finish is peeling and chipping away. I am very easy on it, only bringing it from my car to my desk. I love the color. I reached out to customer service and I hope the can make it right. My daughter (13yr) has had the 40OZ tumbler without the soft matte finish for 2 months and the finish still looks like new.",0,0
107,0.023,0.733,0.244,0.9883,Mel,5,False,03/12/2022,Love that it's dishwasher safe!,"[This review was collected as part of a promotion.] I am a person who always needs my emotional security water bottle so I was excited that they make them in 40 oz (I'll never run out of water!) that will still fit in my cup holder. I will say it is quite large but you get used to it quickly. The soft touch matte feel is really a nice feature. Some matte things show a lot of finger prints and can look dirty but this one doesn't! I worry about it maybe getting scratched easily but after a month of use so far it hasn't other than wear and tear on the very bottom. Other features I love: my water stays cold all day, it has a nice wide straw, and my number one favorite thing is that it's dishwasher safe! Thanks to Stellar Product Testing Panel f...",0,0
108,0.084,0.916,0.0,-0.7574,Rebecca,3,False,21/04/2023,Paint wearing already?,"I'm extremely disappointed by the quality of the product I received, especially after all of the hype I've seen around it. I've had my 40oz tumbler for a week, and the paint is already wearing down more than any other cup I've owned for way longer. I've only used it around my house and in my car. I don't understand how the paint can wear so quickly for such an expensive product. Disappointed is an understatement.",0,0
109,0.134,0.834,0.032,-0.7878,CraigN,3,False,02/02/2023,Good but scratches easily,"Overall really like it but, sadly, it got scratched and dinged after the first wash and use. One scratch on the side and the bottom edges are all down to metal. I don't wash it in the dishwasher anymore, which was one of the selling points to me. Sad for how much I paid.",0,0
110,0.036,0.812,0.152,0.9422,Gavin,5,False,03/12/2022,My New Favorite Work Cup,"[This review was collected as part of a promotion.] Thanks to the Stellar Product Testing Panel for providing me with this water bottle. 

The Stanley cup is phenomenal! Beverages stay warm/cold for hours. I typically drink out of double wall stainless steel tumblers and this one has become my favorite. Consistently refreshing with every sip. 

The soft touch of the outer walls make a comfortable grip even if you choose not to use the handle. But beware of minor scratches. 

I usually drink without a straw and I feel like the lip of it is a little deep and made it kind of awkward at first to get used to. 

It's easy to clean and even though it's dish washer safe I wouldn't recommend cleaning the cup that way.",0,0
111,0.071,0.865,0.064,-0.1261,erinb,2,False,07/02/2023,Matte finish is NOT durable and WILL chip,"Within one week of purchase, the matte coating on the cup has begun to chip away. It also holds tight to any debris it comes in contact with- pet hair, dirt, yarn fuzz, you name it. 
If I hadn't been so blindly excited to finally get in on the trend, I would've been more careful and avoided this specific model.
If you buy the matte finish, baby it.",0,0
112,0.019,0.754,0.227,0.9757,Laura,5,False,04/12/2022,Amazing travel tumbler!,"[This review was collected as part of a promotion.] If you're like me and constantly have a tumbler or mug in your hand, this is the one to have! I've gotten so many compliments on this tumbler, it holds so much water and keeps it cold for hours. 
My kids love it as well, it's not heavy and easy to hold. 
The handle is nice and big, my husband even likes how it feels. It's definitely my goto tumbler when I'm out and about. 

We had this tumbler during an outdoor Nativity event with the kids and got so many compliments by the actors. I highly recommended this tumbler",0,0
113,0.041,0.61,0.349,0.9593,JordynP,4,False,30/06/2023,Soft Matte Stanley 40oz,"I really love this water bottle! It's super easy to carry around, to remember, and the straw honestly helps me to drink it, lol! 
However, the soft matte finish is not dishwasher safe. The bottom of my Stanley has chipped almost completely. So beware!",0,0
114,0.112,0.809,0.079,-0.296,GrierH,1,False,31/12/2022,Useless,"This thing is about as “leak resistant” as putting cling wrap over a cup. Stupid expensive for what it is. I truly have no idea who this is for, you can't put it in your bag and take it with you without it spilling and ruining all of your belongings. Are there any other lids that fit this thing that actually work?",0,0
115,0.0,0.839,0.161,0.9379,Anonymous,5,False,16/05/2023,Amazing quality!!,This Tumbler is a most!! I have many other Stanley quenchers today I received the Dune soft matte and I'm in love with how beautiful this color is and so soft to the touch. My ice water stays cold all day I vene left one of my cups in the car for two days went to get it and the water after being in the sun was cold. Love them !! I will I'll come back for more.,0,0
116,0.014,0.832,0.154,0.9335,Anita,5,False,11/11/2022,Matte finish h2.0 is the best water tumbler in the world,"I'm in LOVE with my new Stanley tumbler. I have a cabinet overflowing with other swell, hydro flask, yeti, plastic cups, and glass bottles with silicon wraps. The Stanley is by far so much super bottles because the Stanley cares 40 oz of water. I reach my daily gallon water cool with just over 2 refills. The handle and straw are the major game changers compared to other bottles. It makes it really easy to carry and drink from the bottle. Other features that I love the H2.0 designs to make the bottle more leak proof and the matte finish that makes it more comfortable to carry and resists scratches. I never knew I could feel so passionate about a water bottle, but here we are.",0,0
117,0.105,0.749,0.146,0.5161,CynthiaS,1,False,18/07/2023,they do not honor normal wear and product fails to stand up to any paint issues,Loved it for a month or two … at first just scratches and now all the paint is coming off and don't worry about that warranty because it's a lifetime warranty on something you are embarrasses to carry…. So sad so a cool look and works well.  However not standing by normal wear and tear has lost me. i thought at the price that i could expect quality. Back to my old Yeti 😢,0,0
118,0.013,0.817,0.17,0.9726,Lauren,5,False,06/12/2022,Perfect for daily use!,"[This review was collected as part of a promotion.] Thanks to the Stellar Product Testing Panel for providing me with this water bottle.  I received this cup just days after giving birth to my son. As a breastfeeding mom to a newborn, it is absolutely perfect. The handle makes it easy to carry around at home and take on the go. The smooth, soft matte finish feels so luxurious! The lid screws on, which I love so it doesn't come off accidentally when reaching for it while feeding my baby in the middle of the night and it came with a straw as well which I prefer. I have used this cup every day and all through the night and and it keeps my water cold the entire night!! My favorite thing is the large capacity of this cup (while fitting in a cup ...",0,0
119,0.158,0.732,0.11,-0.6161,KelseyM,2,False,21/02/2023,Disappointed,Love the color and how much this tumbler can hold but overall really disappointing at how the durability is after only having it one month and only hand washing it a few times. It is chipping in multiple places and leaks really bad. Overall will not be buying Stanley products again.,0,0
120,0.0,0.838,0.162,0.8268,SofiaB,3,False,19/04/2023,BUYER BEWARE: matte finish peels off quickly,"Love the color and feel of this tumbler, however as many others have stated the matte finish comes off very quickly.  I guess you have to be very careful with this tumbler to ensure it doesn't peel, which is not likely for me since I use mine all day everyday.",0,0
121,0.0,0.791,0.209,0.9325,LauraH,5,False,16/03/2023,You Need this Cup!,"Just had surgery and had to drink a lot of water, this cup keeps your drink cold for days! Be prepared it is a little heavier and it is a big cup. But it fits in cup holders which is perfect. I have several cups and they all claim to keep drinks cold but this truly does and worth the money!",0,0
122,0.044,0.956,0.0,-0.645,StanleyFan33,1,False,13/11/2022,Coating peeling after 8 days.,"I've had my Quencher H2.0 FlowState™ Tumbler (Soft Matte) for exactly 8 days. I've only been using it for the last 3. This morning, I felt something flaky in the back of it while I was drinking from it. It turned out to be the matte coating crumbling off! The initial spot is continuing to spread and more is coming off continuously. I have only used it at home and have only hand-washed it. I could not imagine it holding up in the dishwasher! Incredibly disappointed, and can't believe I paid an extra $10 for this “special” finish. Buyer beware!",0,0
123,0.027,0.875,0.098,0.7649,ElizabethL,4,False,20/02/2023,Love my cup,I got my cup for Christmas and I love it! There's only 2 reasons why it's not 5 stars and it's because the cup is not leak proof and it's not because of the straw I accidentally tipped over my cup in my car and it spilled and I've had my cup at my office 90% of the time and there are already parts of the cup coming off like the “skin”of the cup. Overall love the cup just be very careful not to rub it against it anywhere idk what I did to mine but there are scratches from where the matte skin is coming off!,0,0
124,0.058,0.708,0.234,0.866,LauraD,3,False,23/12/2022,Great cup but chips,"Love this cup for its ability to fit into my car cup holder, and it does keep my water nice and cold all day and even overnight. Giving it 3 stars bc the matte material is already chipping after 2 weeks of use. For a cup this expensive it is extremely disappointing.",0,0
125,0.088,0.882,0.03,-0.5522,AngelaS,3,False,25/05/2023,Soft matte wears down on the bottom,"The tumblers are nice but the one complaint I have is the soft matte, which were more expensive, rubs off on the bottom. I haven't even had mine a year and have never dropped it but noticed on the bottom the matte finish wears off and you can see the silver cup underneath.  For the price I can't recommend the soft matte.",0,0
126,0.052,0.87,0.078,0.34,LynetteB,2,False,13/11/2022,Silicone is already chipping,"Love the look and feel of the new soft matte tumbler, however after using it for a little over a week (sitting on my desk at work and in my cup holder in the car), the silicone coating is beginning to chip and peel. Sadly, I don't think it will hold up.",0,0
127,0.044,0.852,0.104,0.8396,NoelleR,5,False,04/12/2022,This water bottle has it all!,"[This review was collected as part of a promotion.] When this water bottle first arrived, I didn't think I would like it because of how big it is. I was so wrong! It has quickly become my favorite water bottle. I love that I only have to fill it once in the morning and once in the evening, and it has plenty of water to last me throughout my day. When I do refill it, it always has ice left, which sometimes is 12 hours later! Some of my favorite features about this bottle is that it has a handle for easy carrying, and it fits in my cup holders in my car. I didn't know how much I would end up loving the handle. I didn't think it was really necessary, but it has made carrying it so much easier. I really like the soft-touch matte finish, it make...",0,0
128,0.163,0.761,0.077,-0.6847,LadonnaB,1,False,14/01/2023,Damage cup upon arrival,I am so upset. My Stanley cup came chipped and several damaged spots on the box. I was so excited for this to come today and so disappointed. This cup is so beautiful but any scratch and you're screwed. The matte color will eventually continue to rip. So much money for this to happen. I am returning this cup.,0,0
129,0.158,0.779,0.063,-0.8684,MACEYS,1,False,02/03/2023,So unimpressed!,So upset with service and product. First of all it took 23 days to receive my order. I thought my package had been lost so I reached out to customer service and didn't get a response until 10 days later. Turns out it was lost and I truly believe that they would have never known it was lost if I didn't reach out. Now I've had it for only a little over a month and the matte finish is already coming off in multiple spots and I can see the metal. So disappointed in the quality of this cup. I have never even dropped this tumbler so not sure how it could so easily be damaged already.,0,0
130,0.083,0.667,0.25,0.95,RosauraH,5,False,27/10/2022,Beautiful cup,"I ordered this mug from a special link and I'm so glad I was one of the first to get my hands on this matte color tumbler. I ordered the wrong color by mistake but it was an amazing mistake because the red rust color is beyond beautiful. Love the size, the feel and the color. I will be ordering the other matte colors when available  in November",0,0
131,0.06,0.94,0.0,-0.7096,EmileeS,1,False,11/06/2023,Doesn't keep cold,"My soft matte tumbler does not keep my water cold or ice in it for long. I did a side-by-side comparison between my soft matte and my tumbler h2.0. I filled both with the same amount of ice at 10am. At 4pm, the soft matte had melted when it was in my air conditioned apartment all day while my tumbler h2.0 I took in the car and left it in the car in the Arizona heat and it was still full of ice at 4pm. Beyond disappointed and I don't even use it. Bummed with the waste of money.",0,0
132,0.083,0.631,0.287,0.9657,ErikaV,4,False,25/01/2023,So pretty and soft!!,"Love my new Stanley cup! So soft and easy to hold. Definitely worth the hype! Has made me drink so much water!! 

My reason for the four star is the lid design. Unfortunately the lid does not line up perfectly with the label, but is a bit off, which is kind of annoying; picture included.

Other than that it is a great cup and is so pretty! I use it every day!! Definitely recommend!",0,0
133,0.011,0.821,0.168,0.9613,JamieR,5,False,01/02/2023,BEST ONE YET!,"Stanley! You have out done yourselves with the Quencher in the soft matte red rust color! I initially was a little hesitant to purchase it because of the price being a little bit more than the original tumbler. However, I use my other Quenchers everyday and figured I would go ahead and give the soft matte a try. My package arrived 2 days before it said it was expected and came in perfect condition. The feel of the cup is so soft and the color is gorgeous.  I plan on being a little bit nicer to this one because I read that the matte may chip easier than the traditional Quencher, but I honestly don't mind. Bravo on such a beautiful tumbler!!",0,0
134,0.0,0.772,0.228,0.9858,Connie,4,False,08/12/2022,Perfect for staying hydrated!,"[This review was collected as part of a promotion.] The Stanley 40 oz soft touch Quencher has several notable upgrades from the standard 40oz Quencher I purchased this past summer. My must have with a tumbler cup is that it is easy to clean and the 40 Quencher meets that requirement by being dishwasher safe. Having a dishwasher safe tumbler is very helpful when it comes to running around to multiple sports, work and activities every week.  The Soft Matte finish is grippy without being tough to get out of cup holders and makes it easy to hold the cup without having to use the handle. The handle grip is a great addition to an already great product and I really like the red rust color.  
One of my favorite features is the advanced FlowState li...",0,0
135,0.125,0.824,0.051,-0.6669,KatherineS,2,False,29/12/2022,Matte Finish Chipping After 3 Weeks,"I absolutely LOVE this cup but the matte finish has already started to chip away after 3 weeks of using it. It only goes from my car to my office or house. Really disappointed that it is so expensive and the finish doesn't last.  

I highly recommend getting the non-matte version so that it doesn't chip.",0,0
136,0.01,0.805,0.185,0.9775,MeMac,5,False,03/12/2022,Lives Up to the Hype,"[This review was collected as part of a promotion.] The Stanley 40oz Quencher has become my new favorite tumbler, and that's saying something; my partner says I'm like the little girl in ""Signs"" who has glasses of water sprinkled around the house, except I have tumblers in every room. Because what if I get thirsty?! Anyway, suffice it to say I have all the brands, but the Stanley tumbler has managed to impress me. 

Pros: 
-It's big. I want to fill up my tumbler a few times a day, not every few hours. I prefer water bottles that provide serious ounces, and the Stanley comes through for me. 
-It's gorgeous. It's sleek, but sexy. Comfortable, but utilitarian. And the matte finish! 
-It's incredibly portable. As in, I'm always reaching for it ...",0,0
137,0.028,0.846,0.126,0.5448,AshleyK,3,False,16/05/2023,Soft Matte finish is not durable,"Review of the soft matte coated version. Soft Matte coating is not durable. Hard to remove from certain cup holders. Knocks over easily on table top since the soft matte coating acts as a non slip surface. Also very susceptible to dirt or makeup on your hands.  Cup design is great, but much prefer the powder coated cups to the soft matte finish.",0,0
138,0.0,0.768,0.232,0.9501,AliciaK,3,False,14/03/2023,It's nice but could be better!,"I kept seeing the hype over this cup so I decided I'd buy one. 
Now I'll start with the pros
-love the color and the feel
-like the size and capacity of cup 
-comfortable handle
-stylish 
Now for the cons 
-does not keep ice frozen (comparing to my Yeti)
-spills super easily 
-the rubber feeling coating on the cup is chipping away on the bottom (attached pictures)",0,0
139,0.023,0.783,0.194,0.8728,Anastasia,3,False,26/05/2023,Super cute and works great but the paint is chipping,I loved the dune color and thought the soft matte was so nice feeling. Truly works so well and ice lasts at least 24 hours. Unfortunately I had the cup for only about 6-8 weeks and the bottom of it is peeling. I've only hand washed it and it's only ever had ice water in it. I love it but I think had I known I would have just bough the regular ones.,0,0
140,0.1,0.783,0.117,0.2493,AshleyC,3,False,13/11/2022,Falling Apart,"I loved this so much when I received and wish I could say it lasted… the material they used for the soft matte has already started coming off and I've had it less than a month. For the price, this is really disappointing. I would not recommend this cup because of this issue.",0,0
141,0.103,0.754,0.142,0.6428,GLENDALYM,3,False,17/07/2023,My beautiful Stanley,"I originally loved my Stanley.. however, after a few weeks of getting it, the color started peeling off the bottom but more importantly near the handle. I contacted the company and they quickly sent out a replacement but guess what? After a couple of weeks of having it the same thing happened to my replacement. I wash it by hand just to be able to preserve it, to no avail. So, although I loved the esthetics of my tumbler and how it keeps my water ice cold, I'm very sad that everything is peeling off :(",0,0
142,0.019,0.784,0.197,0.9397,Destiny,2,False,10/04/2023,Not worth it,"Well, I originally bought this cup because I've seen everyone rant about how amazing they are. Within three days of me having and using the cup, the paint has chipped off in like four different areas. The ice melts super fast and my cup does stay cold but not as long as it says. I figured it was going to be amazing due to what everyone said but I guess not, last time I will try to be trendy. Lol!",0,0
143,0.0,0.81,0.19,0.9009,Megan,2,False,11/11/2022,Chipping and condensation,"Love this cup but it it has a condensation ring around the top that drips down the side and after one day of usage it is chipped and the soft matte has come off, I have 3 other Stanley cups that I absolutely love but u cannot say I will ever buy another matte cup again.",0,0
144,0.163,0.729,0.108,-0.5417,TravisO,3,False,19/06/2023,"Great, but with a few flaws.","Great cup. Stays cold. My concern is with the soft finish and loose handle. But in Stanley's defense, I wasn't 100% certain what the matte finish was. But the finish does like to scrape away if you aren't careful. The handle is a little loose and the screw is stripped so I can't seem to get it tight. But overall, my water has never been better, and that's what matters to me.",0,0
145,0.033,0.803,0.164,0.8894,ClayM,1,False,16/03/2023,Leaks and chips within 7 days!,"I am bummed about this purchase. Considering the price and the reviews I expected it to hold up much longer than it actually did. Within one week the matte finish is chipping and peeling. Also, within one week of use the lid is definitely not leak proof. I have also never placed any part of the cup in the dishwasher. Everything has been hand washed and well cared for it is just not a lasting cup. I expected more from the Stanley brand and for the price. Truly disappointing.",0,0
146,0.018,0.671,0.31,0.994,GraceH,3,False,14/02/2023,"Great cup, but paint flakes off quickly","I love the cup, I love how cold it keeps my water! The size and the ease of the straw makes me drink a lot more water than I used to. But the matte color started flaking off in a couple spots after just 1-2 weeks of use. I have only hand washed it twice, never dishwasher. I am gentle with it… I expected better from Stanley, I have always loved Stanley! I wish I had not paid extra for a matte color, and gotten a regular cup. But if you don't mind what it looks like and all flaky, then I suppose it's okay. Bought one for myself and one for my sister in law, she loves hers and hasn't mentioned any issues yet. Cup is easy to clean, and the top is easy to take apart to clean all parts separately.",0,0
147,0.094,0.853,0.053,-0.5864,JessicaD,1,False,03/07/2023,Stay Away,"This will keep water cool for the workday and holds a lot. It will look terrible doing so. After two uses (hand wash only) the bottom began to chip, and over two months the rest of the cup began to have holes in the color. Really liked this cup initially, but won't be using it or buying another. Looks too unprofessional for work now.",0,0
148,0.057,0.771,0.172,0.743,MeghanF,2,False,25/01/2023,Quality issues with Soft Matte,"While I love the 40oz Quencher Tumblers (I have 5) I'm disappointed in the soft matte. I assumed since they're a little more expensive they were equal to or better quality than the original Tumblers. However, the Stormy Sea soft matte coating started to peel off at the bottom.",0,0
149,0.0,0.675,0.325,0.9833,edg0821,4,False,29/06/2023,Don't purchase soft matte,"Absolutely love my Stanley, but if I recommend not purchasing the soft matte only because it starts to chip (at least mine did). It was gifted to me in February, it's currently June and it has chips on the bottom, where the handle is and is starting to chip on the edges of the top area besides that it love love love it.",0,0
150,0.0,0.799,0.201,0.9838,Courtney,5,False,24/06/2023,"Many pros, few cons, overall 10/10","Honest review: this is THE best tumbler I've owned. I'm not saying that just because it's popular, it truly lives up to the hype and then some. 

Pros: literally keeps ice cold forever. The photo attached is ice that was put in the tumbler at 2 pm the day before, and this was what that same ice looked like after the tumbler was sitting in direct sunlight at the beach for 4 hours the next day. This is an excellent sipping mug to bring along with you on casual adventures, to have at your desk while you're working, to carry around on errands, pretty much just to bring along with you on the go. The quality is phenomenal and they are definitely not lying about how long this thing can keep ice cold.

Cons: first- many people have reviewed that th...",0,0
151,0.085,0.756,0.159,0.6955,SharonH,4,False,04/07/2023,Coating coming off,"I have several Stanley cups 40 oz and I love them! So easy & convenient. Actually helps me drink more H2O. The only reason for not giving five stars is my Stanley cup in Rust. Because it's coating is kinda rubbery & now it's coming off. From the cup holders (car, motorcycle) and now my cup looks bad.",0,0
152,0.0,0.823,0.177,0.9782,MicheleM,3,False,05/05/2023,Good tumbler but…,"I have a few of the tumblers but I recently bought the 40oz tumbler (soft matte) in purple. Overall I really like the tumblers, my water stays cold and I like that I can take the lid completely apart to clean. My issue with the soft matte purple tumbler I just got is the purple has already started to come off. I have only used it once. I hand washed it the day I received it, next morning I used it (the tumbler never even left my kitchen), and that same night I hand washed it again and that is when I saw the purple was starting to come off on the bottom. Pretty bummed that they cost as much as the do and after one use it is already coming off.",0,0
153,0.088,0.746,0.167,0.9054,Babss,2,False,12/05/2023,Non-Durable Coating,"I've been a Yeti and Hydroflask fan for the most part but was excited to give Stanley a try. However, I'm not sure that I would purchase again. I was pretty disappointed with the exterior quality of this item. Like many other reviews, after a really short amount of time and minimal use, the soft matte coating had peeled off in several places. I have also found it to be frustrating for my OCD brain that the lid won't twist on evenly. The straw is always off to the side so I have to hold it funny to drink. Overall, I like it aesthetically: the size, color, and shape. The straw and lid seem pretty sturdy, but I just don't think it's worth the price point.",0,0
154,0.038,0.868,0.094,0.5531,CarlaB,5,False,24/05/2023,Cold and go drink.,"I have four of these, still not in the color I really really want because I can never get one online each time they have them for sale again, they sell to fast. This purple is my second one, I left one a month ago at LAX airport accidentally. These travelers are awesome, wouldn't go a day without it, it travels where I travel also.",0,0
155,0.0,0.974,0.026,0.3666,Anonymous,5,False,17/06/2023,30oz Soft Matte Rust Stanley,"5 out of 5 stars!  You want to be the ultimate Chad or Stacy this summer at the beach, lake or pool?  Here's your chance.  This tumbler is of the highest quality!  I bought a few of them but I am currently running the 30oz Soft Matte Rust Stanley.  And let me tell you, the soft luxurious corinthian leather feel on this cup slaps!  The 30os is the right size for a daily driver.  The handle is dope and the many different ways to wet your beak with this unit is incomparable to its comp.  If you are considering leveling up and elevating your game, get the 30oz Soft Matte Rust Stanley. When you see someone poolside or beachside with a 30oz Soft Matte Rust Stanley, pull up a chair and open your ears. You are in the presence of a legend.  You will...",0,0
156,0.043,0.794,0.163,0.9676,CamilleT,1,False,08/03/2023,"Buy the regular cup, not the soft matte!!","I was so excited to buy my first Stanley cup, but was so disappointed in the quality of the soft matte tumbler. I have only used it once, yes ONCE! And have hand washed it once. I did not even bring it outside of my home and I have four different areas on my cup that are peeling off. This is definitely not the how I expected my first experience with the Stanley company to be. I should have read the reviews, bc it seems I am not the first person to experience this. I wish there was some way to be compensated or even if I could return it and get my hard earned money back. However, I did listen to a reviewer and bought the regular cup. That is not in the soft matte material and it is excellent! Just don't buy this cup. It truly should be taken...",0,0
157,0.087,0.696,0.217,0.8673,RachaelB,2,False,30/06/2023,It's ok.,"It's a nice cup, LOVE the color and feel, but it came with a nick out of the rubber coating on the side, and the rubber is not adhesive to the metal under it,    Not my favorite.  I Like the painted ones better.  Stanley cups are still superior to all other brands!!!    And delivery was fast!",0,0
158,0.19,0.643,0.166,-0.3182,AntonioL,2,False,28/01/2023,Flawed design,Overall a good tumbler but hard to recommend over a similar yeti or the powder coated version. Product defects such as chipping/peeling of the coating and a mismatched handle color ruin an otherwise good product. Peeling happened in less than a week of office use.,0,0
159,0.21,0.707,0.083,-0.8756,KaleighH,2,False,20/02/2023,Pretty disappointed,"The cup does keep my beverage at desired temp but I'm very disappointed in the durability. After 1 week, my cup starting chipping at the bottom and continues to climb up the matte coating, exposing the stainless steal. For the price, I'm not impressed with that. (Yes I hand washed the cup every time and have babied it).",0,0
160,0.0,0.832,0.168,0.8588,AshleyF,4,False,16/02/2023,Great cup,"Overall love the cup, although I've only had it a month and a half and the coating on the cup has started peeling off in several places. Next time I will just buy one of the regular matte cups instead of spending the extra $10 for the better color. Keeps ice very well.",0,0
161,0.14,0.767,0.093,-0.4844,MargotN,5,False,07/06/2023,DURABLE AND STRONG!!!,A few weeks ago I was in a seriously bad car accident. Car was totaled and air bags went off… the whole deal. Every single thing in my car went flying into the dash and windshield… Except for my Stanley. It was left unharmed without a single scratch. This is the MOST durable and strongest cup I've ever had!!! 100% recommend!,0,0
162,0.032,0.773,0.195,0.9534,AngelaR,4,False,01/02/2023,Cute but heavy,I drink lots of water & my Stanley tumbler has made it even easier for me to get all my daily ounces in. The tumbler is soft cute no issues yet with chipping after 2 months of 3-4 day use. 2 cons is that there is no cover for the straw (I'm a nurse in a hospital) and the cup is quite heavy to lift up and down all day but I guess that might be good exercise:) I love the cup & a lot of my friends have seen it and want one too!,0,0
163,0.034,0.817,0.149,0.8899,KimberlyK,1,False,14/01/2023,Sadly Disappointed,"I was so excited when Liz Marie shared this new mug and ordered it right away! When I received it the Dune color and soft matte texture was swoon worthy. However after my first use and putting it into the dishwasher it came out with holes in the matte finishing. To say I was disappointed is an understatement!!! I have four other mugs of the old style that I absolutely love however, despite this one costing more the quality didn't live up to Stanley's others.",0,0
164,0.0,0.924,0.076,0.6369,Nicole,2,False,20/02/2023,Not the hype going around,I purchased the soft matte 40oz and within 2 days there was a tear in the soft matte. I've barely stays for a few hours. I do love the handle and the straw. Although I leaned over with a bunch of stuff in my hands and water went all over the place. Not the hype that is going around.,0,0
165,0.0,0.918,0.082,0.7964,Young,3,False,06/02/2023,Lid scratches the rim?,"My first Stanley tumbler. I've been a royal Yeti user and trying Stanley for the first time. It's been a less than a week that I started using this tumbler. Keep the ice for many hours, but even with the light use at home the rim of the tumbler came off already. I think it's probably from closing and opening the lid. I hope this doesn't make the tumbler to rust too quick. Other than that, I like the handle and will see if I will stick with Stanley",0,0
166,0.069,0.752,0.179,0.7855,AmandaB,2,False,11/05/2023,It peels!,This cup is beautiful but it's peeling! I have only had it for two months and have been alternating this with my other Stanley Flow State. My cups are only hand washed. I can't believe that such an expensive item would start to break down so easily and with such minimal use. Disappointing.,0,0
167,0.0,0.889,0.111,0.9473,Lauren,5,False,06/12/2022,Worth the hype,"[This review was collected as part of a promotion.] I remember first seeing the Stanley tumblers blowing up in popularity online and was intrigued…after testing it out I fully understand (and agree with) the hype!

I was given this water bottle to try as part of the Stellar Product Testing Panel and as soon as I unwrapped it is has been by my side. The color is beautiful and the matte finish gives it an luxury finish.

From my desk, to the car, to the kitchen while I cook, the handle makes it easy to carry around and stay hydrated. It even fits in my car cup holder (huge bonus points as my last water bottle did not and spent most of its time rolling around my car).

The insulation on this cup really blew my mind too. Ice remains for days an...",0,0
168,0.016,0.784,0.2,0.9825,Lisa,5,False,06/12/2022,My new favorite insulated tumbler!,"[This review was collected as part of a promotion.] This tumbler is the best. What I love most is how long it keeps the drinks cold. I usually fill up with ice and water before bed around 8pm and I still have ice well into the early afternoon the next day. This tumbler is my all day drink mug so it goes everywhere with me. It has help up great after a few drops. It fits perfectly in my cars cupholders which is a must. I love the size of the straw. It allows for more liquid to come through but not too much. The 40oz size is great because it doesn't feel too bulky to be carried around all day! 

The matte color is perfect as well. It doesn't feel like it will chip off as easily as some others I've owned. 

Overall I would absolutely buy one a...",0,0
